unique_spacer_7138,1,1
unique_spacer_15797,1,1
unique_spacer_5150,1,1
unique_spacer_9632,1,1
unique_spacer_10112,1,1
unique_spacer_15741,1,1
unique_spacer_13384,1,1
unique_spacer_14820,1,1
unique_spacer_382,1,1
unique_spacer_4579,1,1
unique_spacer_14350,1,1
unique_spacer_5885,1,1
unique_spacer_8407,1,1
unique_spacer_13279,1,1
unique_spacer_11901,1,1
unique_spacer_11946,1,1
unique_spacer_10566,1,1
unique_spacer_8058,1,1
unique_spacer_2976,1,1
unique_spacer_12287,1,1
unique_spacer_7131,1,1
unique_spacer_7780,1,1
unique_spacer_16044,1,1
unique_spacer_13417,1,1
unique_spacer_5175,1,1
unique_spacer_7789,1,1
unique_spacer_5311,1,2
unique_spacer_10105,1,1
unique_spacer_895,1,1
unique_spacer_12566,1,1
unique_spacer_12329,1,1
unique_spacer_11843,1,1
unique_spacer_17075,1,1
unique_spacer_12582,1,1
unique_spacer_9757,1,1
unique_spacer_11739,1,1
unique_spacer_340,1,1
unique_spacer_10749,1,1
unique_spacer_9763,1,1
unique_spacer_13611,1,1
unique_spacer_14468,1,1
unique_spacer_8403,1,1
unique_spacer_651,1,1
unique_spacer_4277,1,1
unique_spacer_9977,1,1
unique_spacer_10467,1,2
unique_spacer_11221,1,1
unique_spacer_6104,1,1
unique_spacer_10910,1,1
unique_spacer_3628,1,1
unique_spacer_5450,1,1
unique_spacer_6046,1,1
unique_spacer_10585,1,1
unique_spacer_4641,1,1
unique_spacer_16189,1,1
unique_spacer_11838,1,1
unique_spacer_12405,1,1
unique_spacer_3107,1,1
unique_spacer_36,1,1
unique_spacer_1709,1,1
unique_spacer_11052,1,1
unique_spacer_9359,1,1
unique_spacer_16383,1,1
unique_spacer_7880,1,1
unique_spacer_9831,2,2
unique_spacer_8041,1,1
unique_spacer_5658,1,1
unique_spacer_952,1,1
unique_spacer_11808,1,1
unique_spacer_10419,1,1
unique_spacer_1692,1,1
unique_spacer_9392,1,1
unique_spacer_6979,1,1
unique_spacer_4161,1,1
unique_spacer_12356,1,1
unique_spacer_17150,1,1
unique_spacer_5478,1,1
unique_spacer_14049,1,1
unique_spacer_12079,1,1
unique_spacer_2304,1,1
unique_spacer_3549,1,1
unique_spacer_5825,1,1
unique_spacer_13254,1,1
unique_spacer_2452,1,1
unique_spacer_11618,1,1
unique_spacer_2192,1,1
unique_spacer_10189,1,1
unique_spacer_12988,1,1
unique_spacer_9607,1,1
unique_spacer_13271,1,1
unique_spacer_7891,1,1
unique_spacer_2822,1,1
unique_spacer_3490,1,1
unique_spacer_12580,1,1
unique_spacer_103,1,1
unique_spacer_669,1,1
unique_spacer_2972,1,1
unique_spacer_7165,1,1
unique_spacer_3025,1,1
unique_spacer_4707,1,1
unique_spacer_10571,1,1
unique_spacer_15402,1,1
unique_spacer_9465,1,1
unique_spacer_1492,1,1
unique_spacer_10410,1,1
unique_spacer_2477,1,1
unique_spacer_909,1,1
unique_spacer_9762,1,1
unique_spacer_3267,1,1
unique_spacer_12589,1,1
unique_spacer_1618,1,1
unique_spacer_10207,1,1
unique_spacer_14909,1,1
unique_spacer_13277,1,1
unique_spacer_8746,1,1
unique_spacer_8396,1,1
unique_spacer_9302,1,1
unique_spacer_8312,1,1
unique_spacer_13048,1,1
unique_spacer_3882,1,1
unique_spacer_10259,1,1
unique_spacer_13,1,1
unique_spacer_17251,1,1
unique_spacer_5455,1,1
unique_spacer_4288,1,1
unique_spacer_12052,1,1
unique_spacer_940,1,1
unique_spacer_6171,1,1
unique_spacer_14936,1,1
unique_spacer_15265,1,1
unique_spacer_15273,1,1
unique_spacer_4219,1,1
unique_spacer_9624,1,1
unique_spacer_4616,1,1
unique_spacer_7216,1,1
unique_spacer_8533,1,1
unique_spacer_12275,1,1
unique_spacer_2476,1,1
unique_spacer_2907,1,1
unique_spacer_3970,1,1
unique_spacer_6270,1,1
unique_spacer_8992,1,1
unique_spacer_11056,1,1
unique_spacer_12387,1,1
unique_spacer_13365,1,1
unique_spacer_9612,1,1
unique_spacer_6276,1,1
unique_spacer_5305,1,1
unique_spacer_5031,1,1
unique_spacer_16094,1,1
unique_spacer_8698,1,1
unique_spacer_16785,1,1
unique_spacer_12309,1,1
unique_spacer_11043,1,1
unique_spacer_9175,1,1
unique_spacer_13790,1,1
unique_spacer_14754,1,1
unique_spacer_9244,1,1
unique_spacer_2600,1,1
unique_spacer_7819,1,1
unique_spacer_2906,1,1
unique_spacer_4843,1,1
unique_spacer_3545,1,1
unique_spacer_13278,1,1
unique_spacer_15195,1,1
unique_spacer_8295,1,1
unique_spacer_9157,1,1
unique_spacer_10053,1,1
unique_spacer_8892,1,1
unique_spacer_12576,1,1
unique_spacer_8971,1,1
unique_spacer_16818,1,1
unique_spacer_11810,1,1
unique_spacer_8782,1,1
unique_spacer_15992,1,1
unique_spacer_10484,1,1
unique_spacer_9129,1,1
unique_spacer_12973,1,1
unique_spacer_6,1,1
unique_spacer_5553,1,1
unique_spacer_9813,1,1
unique_spacer_10931,1,1
unique_spacer_9714,1,1
unique_spacer_14203,1,1
unique_spacer_7041,1,1
unique_spacer_12800,1,1
unique_spacer_10176,1,1
unique_spacer_2024,1,1
unique_spacer_2036,1,1
unique_spacer_2002,1,1
unique_spacer_17228,1,1
unique_spacer_10979,1,1
unique_spacer_5542,1,1
unique_spacer_13376,1,1
unique_spacer_2178,1,1
unique_spacer_9346,1,1
unique_spacer_3602,1,1
unique_spacer_6947,1,1
unique_spacer_15752,1,1
unique_spacer_5587,1,1
unique_spacer_4320,1,1
unique_spacer_9330,1,1
unique_spacer_5147,1,1
unique_spacer_387,1,1
unique_spacer_15715,1,1
unique_spacer_8075,1,1
unique_spacer_6292,1,1
unique_spacer_16112,1,1
unique_spacer_2080,1,1
unique_spacer_942,1,1
unique_spacer_16096,1,1
unique_spacer_12708,1,1
unique_spacer_15033,1,1
unique_spacer_9599,1,1
unique_spacer_7108,1,2
unique_spacer_15317,1,1
unique_spacer_14172,1,1
unique_spacer_2378,1,1
unique_spacer_16390,1,1
unique_spacer_10738,1,1
unique_spacer_13931,1,1
unique_spacer_6994,1,1
unique_spacer_3670,1,1
unique_spacer_6715,1,1
unique_spacer_5806,1,1
unique_spacer_6325,1,1
unique_spacer_960,1,1
unique_spacer_11340,1,1
unique_spacer_14112,1,1
unique_spacer_8976,1,1
unique_spacer_11233,1,1
unique_spacer_4370,1,1
unique_spacer_15084,1,1
unique_spacer_16733,1,1
unique_spacer_10502,1,1
unique_spacer_4583,1,1
unique_spacer_11786,1,1
unique_spacer_14184,1,1
unique_spacer_6635,1,1
unique_spacer_1311,1,1
unique_spacer_6435,1,1
unique_spacer_12678,1,1
unique_spacer_15709,1,1
unique_spacer_10294,1,1
unique_spacer_17211,1,1
unique_spacer_12461,1,1
unique_spacer_2131,1,1
unique_spacer_650,1,1
unique_spacer_15081,1,1
unique_spacer_664,1,1
unique_spacer_9799,1,1
unique_spacer_13715,1,1
unique_spacer_662,1,1
unique_spacer_8269,1,1
unique_spacer_355,1,1
unique_spacer_372,1,1
unique_spacer_3238,1,1
unique_spacer_14284,1,1
unique_spacer_3209,1,1
unique_spacer_4738,1,1
unique_spacer_4185,1,1
unique_spacer_3866,1,1
unique_spacer_8655,1,1
unique_spacer_13705,1,1
unique_spacer_3496,1,1
unique_spacer_12147,1,1
unique_spacer_11840,1,1
unique_spacer_8087,1,1
unique_spacer_13595,1,1
unique_spacer_1862,1,1
unique_spacer_14651,1,1
unique_spacer_11994,1,1
unique_spacer_11120,1,1
unique_spacer_14794,1,1
unique_spacer_9718,1,1
unique_spacer_4823,1,1
unique_spacer_8370,1,1
unique_spacer_8094,1,1
unique_spacer_10625,1,1
unique_spacer_10573,1,1
unique_spacer_701,1,1
unique_spacer_2711,1,1
unique_spacer_2978,1,1
unique_spacer_6070,1,1
unique_spacer_8328,1,1
unique_spacer_3908,1,1
unique_spacer_7815,1,1
unique_spacer_2893,1,2
unique_spacer_1225,1,1
unique_spacer_1637,1,1
unique_spacer_3619,1,1
unique_spacer_5194,1,1
unique_spacer_7791,1,1
unique_spacer_14048,1,1
unique_spacer_5158,1,1
unique_spacer_8496,1,1
unique_spacer_1439,1,1
unique_spacer_11429,1,1
unique_spacer_11129,1,1
unique_spacer_12981,1,1
unique_spacer_600,1,1
unique_spacer_11308,1,1
unique_spacer_11818,1,1
unique_spacer_8046,1,1
unique_spacer_12893,1,1
unique_spacer_1938,1,1
unique_spacer_15149,1,1
unique_spacer_2695,1,1
unique_spacer_12571,1,1
unique_spacer_15583,1,1
unique_spacer_981,1,1
unique_spacer_2613,1,1
unique_spacer_6993,1,1
unique_spacer_1392,1,1
unique_spacer_2693,1,1
unique_spacer_2230,1,1
unique_spacer_9987,1,1
unique_spacer_8529,1,1
unique_spacer_15223,1,1
unique_spacer_327,1,1
unique_spacer_16485,1,1
unique_spacer_2729,1,1
unique_spacer_10089,1,1
unique_spacer_7497,1,1
unique_spacer_14188,1,1
unique_spacer_6474,1,1
unique_spacer_6230,1,1
unique_spacer_6767,1,1
