ID	p10_12M	p103_12M	p103_4M	p103_B	p10_4M	p105_12M	p105_4M	p105_B	p10_B	p1_12M	p12_12M	p12_4M	p128_12M	p128_4M	p128_B	p12_B	p133_12M	p133_4M	p133_B	p137_12M	p137_4M	p137_B	p1_4M	p150_12M	p150_4M	p150_B	p157_12M	p157_4M	p157_B	p172_12M	p172_4M	p172_B	p179_12M	p179_4M	p179_B	p180_12M	p180_4M	p180_B	p181_12M	p181_4M	p181_B	p184_12M	p184_4M	p184_B	p195_12M	p195_4M	p195_B	p1_B	p201_12M	p201_4M	p201_B	p203_12M	p203_4M	p203_B	p224_12M	p224_4M	p224_B	p229_12M	p229_4M	p229_B	p238_12M	p238_4M	p238_B	p240_12M	p240_4M	p240_B	p244_12M	p244_4M	p244_B	p256_12M	p256_4M	p256_B	p258_12M	p258_4M	p258_B	p263_12M	p263_4M	p263_B	p265_12M	p265_4M	p265_B	p268_12M	p268_4M	p268_B	p275_12M	p275_4M	p275_B	p276_12M	p276_4M	p276_B	p281_12M	p281_4M	p281_B	p282_12M	p282_4M	p282_B	p332_12M	p332_4M	p332_B	p335_12M	p335_4M	p335_B	p338_12M	p338_4M	p338_B	p341_12M	p341_4M	p341_B	p343_12M	p343_4M	p343_B	p345_12M	p345_4M	p345_B	p350_12M	p350_4M	p350_B	p377_12M	p377_4M	p377_B	p385_12M	p385_4M	p385_B	p387_12M	p387_4M	p387_B	p397_12M	p397_4M	p397_B	p42_12M	p42_4M	p42_B	p45_12M	p45_4M	p45_B	p503_12M	p503_4M	p503_B	p504_12M	p504_4M	p504_B	p507_12M	p507_4M	p507_B	p511_12M	p511_4M	p511_B	p521_12M	p521_4M	p521_B	p527_12M	p527_4M	p527_B	p53_12M	p532_12M	p532_4M	p532_B	p53_4M	p536_12M	p536_4M	p536_B	p53_B	p546_12M	p546_4M	p546_B	p549_12M	p549_4M	p549_B	p560_12M	p560_4M	p560_B	p565_12M	p565_4M	p565_B	p567_12M	p567_4M	p567_B	p570_12M	p570_4M	p570_B	p572_12M	p572_4M	p572_B	p577_12M	p577_4M	p577_B	p582_12M	p582_4M	p582_B	p585_12M	p585_4M	p585_B	p587_12M	p587_4M	p587_B	p589_12M	p589_4M	p589_B	p590_12M	p590_4M	p590_B	p591_12M	p591_4M	p591_B	p599_12M	p599_4M	p599_B	p608_12M	p608_4M	p608_B	p615_12M	p615_4M	p615_B	p622_12M	p622_4M	p622_B	p624_12M	p624_4M	p624_B	p626_12M	p626_4M	p626_B	p635_12M	p635_4M	p635_B	p637_12M	p637_4M	p637_B	p640_12M	p640_4M	p640_B	p70_12M	p70_4M	p70_B	p7_12M	p7_4M	p78_12M	p78_4M	p78_B	p7_B	p82_12M	p82_4M	p82_B	p9_12M	p9_4M	p9_B
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridiaceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04498	0.0	0.0	0.0	0.0	0.0	0.0	0.1566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01495	0.0	0.0	0.02082	0.01205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3453	0.0	0.0	0.0	0.0	0.0	0.22699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.24204	33.32405	0.0	0.0	0.0	1.48613	0.59936	0.0	0.17933	3.63155	1.45013	1.05147	0.23168	0.63009	0.0	0.0	0.95124	0.13419	0.44406	0.68978	0.54372	0.0	0.0	12.46625	0.0	0.0	1.05091	0.0	0.0	6.79649	0.95601	0.00488	2.84728	1.44754	0.0	2.11322	0.29613	1.90141	1.24974	0.50397	2.47062	0.10906	0.13036	0.02058	22.81848	0.00411	0.0	0.0	0.0	0.0	0.0	1.3851	0.0721	0.0	0.68617	0.0	0.0	4.69422	0.0107	0.0	2.00497	0.05919	0.0	0.01561	0.0	0.0	0.07196	0.37512	0.0	1.89196	0.0	0.0	0.76448	0.0	0.0	0.10258	0.14101	0.0	1.70061	0.0	14.74842	0.38226	0.0	0.0	1.62149	0.0	0.0	0.17594	0.0	0.0	4.44615	0.0	0.0	10.85948	0.00186	0.0	5.74272	0.07832	4.06209	0.35802	0.0	0.0	0.09462	0.0	0.0	2.04628	0.59537	0.03936	2.3033	0.72961	0.0	0.48138	4.58363	0.0	0.33803	0.0	0.0	0.34285	0.64446	0.0	5.98472	0.02951	17.82174	5.30644	0.0	0.0	0.39769	0.0	0.0	1.94035	0.40694	0.0	1.2942	0.8064	0.01029	0.9442	4.13164	0.0	2.45799	23.6929	0.00458	4.73067	0.13233	0.0	0.49398	0.0	0.0	1.61593	1.38462	0.0	1.49861	0.0	0.0	1.19699	2.83591	15.97174	0.02676	0.59822	0.66359	0.76628	0.0	0.0	2.40901	0.58452	0.0	0.23696	0.05035	0.0	2.394	0.54256	0.0	0.55461	0.37569	0.0	0.3751	0.00387	0.0	7.15453	0.21351	0.00181	0.02944	0.0	0.0	0.41346	0.00551	2.45047	0.94656	0.00084	0.0	0.18379	1.65729	0.0	0.71583	0.0	0.0	0.04935	0.37249	0.0	6.66074	0.19439	1.13306	1.55741	0.0	0.0	0.65003	0.0	0.0	13.97777	0.01092	5.79763	0.05952	3.12366	27.86914	1.29025	0.00497	0.0	3.2401	0.02543	0.0	0.50058	0.01026	0.0	0.52206	0.0	0.0	0.62423	0.0	0.0	2.96722	6.10012	0.0	1.49849	0.0	0.00181	1.8231	0.06455	1.20198	0.02149	0.0	0.0	2.12084	2.10368	0.0	22.31089	0.24109	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XI_Incertae_Sedis.g__Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.05469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.03846	0.0	0.01277	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.02113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.01739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.00167	0.0	0.00666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.01852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XI_Incertae_Sedis.g__Clostridiales_Family_XI_Incertae_Sedis_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XI_Incertae_Sedis.g__Finegoldia	0.0	0.01183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.00085	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.00608	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01636	0.0	0.00251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.00544	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.00898	0.349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.02797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.0	0.00361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00859	0.0	0.02315	0.0	0.0	0.0	0.0	0.0	0.0	0.00325	0.00673	0.13034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XI_Incertae_Sedis.g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XI_Incertae_Sedis.g__Peptoniphilus	0.0	0.01692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0122	0.0	0.0	0.0	0.0	1.18407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01832	0.0	0.00044	0.07957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.00042	0.00096	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Clostridiales_noname	0.00666	0.24386	0.0	0.0	0.0	0.03322	0.0	0.0	0.0	0.05762	0.0	0.0	0.04852	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16403	0.0	0.0	0.00252	0.0	0.0	0.02795	0.0	0.0	0.04646	0.0	0.0	0.00903	0.0	0.0	0.22851	0.0	0.0	0.0	0.00869	0.0	0.0	0.02602	0.0	0.0	0.0	0.0	0.0	0.53623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.03476	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0152	0.0	0.0	0.00288	0.0	0.0	0.11386	0.0	0.0	0.0	0.0	0.0	0.05278	0.0	0.0	0.09376	0.0	0.0	0.00236	0.0	0.0	0.09317	0.0	0.0	0.0	0.0	0.0	0.018	0.01431	0.0	0.02067	0.0	0.0	0.02547	0.0	0.0	0.04158	0.0	0.0	0.01824	0.0	0.0	0.01301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03697	0.00885	0.0	0.24273	0.0	0.0	0.12697	0.00081	0.0	0.0	0.02208	0.02082	0.0	0.0	0.0	0.11454	0.0	0.0	0.00809	0.0	0.0	0.03133	0.05438	0.0	0.02349	0.0	0.0	0.0	0.0	0.0	0.0561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28545	0.0	0.0	0.00016	0.0	0.0	0.00687	0.0	0.0	0.00302	0.0	0.0	0.02818	0.0	0.0	0.02215	0.0	0.0	0.0	0.0	0.0	0.24363	0.0	0.0	0.00944	0.0	0.0	0.02718	0.0	0.0	0.05896	0.0	0.0	0.00046	0.0	0.0	0.03193	0.0	0.0	0.02411	0.0	0.0	0.09254	0.12385	0.0	0.00839	0.0	0.0	0.0	0.0	0.01293	0.10093	0.0	0.0	0.04869	0.06709	0.0	0.31794	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Flavonifractor	0.0	0.25047	0.0	0.0	0.0	0.11463	0.0	0.0	0.0	0.32342	0.0	0.0	0.0104	0.01094	2.091	0.0	0.08139	0.0	0.0	0.08178	0.0	0.0	0.0	0.07179	0.13725	0.0	0.0	0.0	0.0	0.02569	0.0	0.0	0.32962	0.0	0.0	0.21967	3.36529	0.0	0.14218	0.0	0.0	0.00338	0.0014	0.02518	0.01969	0.0	0.0	0.0	0.04499	0.0	0.0	0.08163	0.0	0.0	0.0	0.0	0.0	0.03581	0.0	0.0	0.0	0.0	0.0	0.26501	0.0	0.0	0.0705	0.0	0.0	0.0	0.0	0.0	0.04532	0.0	0.0	0.0141	0.00247	0.0	0.78255	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.12933	0.0	0.0	0.26895	0.0	0.0	0.02967	0.0	0.0	0.0	0.0	0.0	0.06118	0.0	0.0	0.00021	0.0	0.0	0.11344	0.0	0.0	0.00736	0.0	0.0	0.05081	0.0	0.0	0.00671	0.0	0.0	0.23831	0.0	0.0	0.07996	0.0	0.0	0.0	0.0	0.0	0.05112	0.00253	0.0	0.0	0.0	0.0	0.04796	0.0	0.0	0.00339	0.00248	0.0	0.45392	0.0	0.0	0.02834	0.04829	0.0	0.015	0.0041	0.0	0.05191	0.0	0.0	0.0232	0.05974	1.67665	0.0	0.0	0.05438	0.01176	0.0	0.0	0.04871	0.07026	0.0	0.05689	0.0	0.0	0.14186	0.0	0.0	0.01259	0.01512	0.01063	0.04178	0.0	0.0	0.07023	0.00372	0.0	0.0	0.0	5.83126	0.15365	0.10184	0.0	0.0	0.0	0.0	0.01472	0.0	0.0	0.04903	0.0	0.0	0.01443	0.0	0.0	0.31984	0.10621	0.0	0.0	0.05054	0.0	0.0	0.0	0.0	0.36706	0.00469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01473	0.0	0.0	0.00476	0.0	0.0	0.04884	0.0	0.0	0.1178	0.0	0.0	0.04983	0.08196	0.0	0.0	0.01953	0.0	0.10184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27088	1.08216	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
