ID	p10_12M	p103_12M	p103_4M	p103_B	p10_4M	p105_12M	p105_4M	p105_B	p10_B	p1_12M	p12_12M	p12_4M	p128_12M	p128_4M	p128_B	p12_B	p133_12M	p133_4M	p133_B	p137_12M	p137_4M	p137_B	p1_4M	p150_12M	p150_4M	p150_B	p157_12M	p157_4M	p157_B	p172_12M	p172_4M	p172_B	p179_12M	p179_4M	p179_B	p180_12M	p180_4M	p180_B	p181_12M	p181_4M	p181_B	p184_12M	p184_4M	p184_B	p195_12M	p195_4M	p195_B	p1_B	p201_12M	p201_4M	p201_B	p203_12M	p203_4M	p203_B	p224_12M	p224_4M	p224_B	p229_12M	p229_4M	p229_B	p238_12M	p238_4M	p238_B	p240_12M	p240_4M	p240_B	p244_12M	p244_4M	p244_B	p256_12M	p256_4M	p256_B	p258_12M	p258_4M	p258_B	p263_12M	p263_4M	p263_B	p265_12M	p265_4M	p265_B	p268_12M	p268_4M	p268_B	p275_12M	p275_4M	p275_B	p276_12M	p276_4M	p276_B	p281_12M	p281_4M	p281_B	p282_12M	p282_4M	p282_B	p332_12M	p332_4M	p332_B	p335_12M	p335_4M	p335_B	p338_12M	p338_4M	p338_B	p341_12M	p341_4M	p341_B	p343_12M	p343_4M	p343_B	p345_12M	p345_4M	p345_B	p350_12M	p350_4M	p350_B	p377_12M	p377_4M	p377_B	p385_12M	p385_4M	p385_B	p387_12M	p387_4M	p387_B	p397_12M	p397_4M	p397_B	p42_12M	p42_4M	p42_B	p45_12M	p45_4M	p45_B	p503_12M	p503_4M	p503_B	p504_12M	p504_4M	p504_B	p507_12M	p507_4M	p507_B	p511_12M	p511_4M	p511_B	p521_12M	p521_4M	p521_B	p527_12M	p527_4M	p527_B	p53_12M	p532_12M	p532_4M	p532_B	p53_4M	p536_12M	p536_4M	p536_B	p53_B	p546_12M	p546_4M	p546_B	p549_12M	p549_4M	p549_B	p560_12M	p560_4M	p560_B	p565_12M	p565_4M	p565_B	p567_12M	p567_4M	p567_B	p570_12M	p570_4M	p570_B	p572_12M	p572_4M	p572_B	p577_12M	p577_4M	p577_B	p582_12M	p582_4M	p582_B	p585_12M	p585_4M	p585_B	p587_12M	p587_4M	p587_B	p589_12M	p589_4M	p589_B	p590_12M	p590_4M	p590_B	p591_12M	p591_4M	p591_B	p599_12M	p599_4M	p599_B	p608_12M	p608_4M	p608_B	p615_12M	p615_4M	p615_B	p622_12M	p622_4M	p622_B	p624_12M	p624_4M	p624_B	p626_12M	p626_4M	p626_B	p635_12M	p635_4M	p635_B	p637_12M	p637_4M	p637_B	p640_12M	p640_4M	p640_B	p70_12M	p70_4M	p70_B	p7_12M	p7_4M	p78_12M	p78_4M	p78_B	p7_B	p82_12M	p82_4M	p82_B	p9_12M	p9_4M	p9_B
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.0	0.0	0.04025	11.67831	0.0	0.0	0.33511	1.94276	0.1429	0.0	0.0	0.0179	0.0	0.37144	0.31323	0.27969	0.0	0.0559	2.18456	0.0	0.0	0.05111	0.00529	0.0	0.00906	0.0	0.0	0.00361	0.0	0.0	0.0	0.06815	0.0	0.0	1.85455	0.0	0.0	3.94128	0.0	0.23356	0.04029	0.0	0.01822	0.31716	0.0	0.00507	0.67706	0.38525	0.0	0.30495	0.39	0.0	0.23023	4.2562	0.0	0.0	0.41936	0.0	0.09106	0.05319	0.0	0.04584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05482	0.07548	0.0	0.00812	0.0	0.0	0.0	1.60079	0.01181	0.1029	7.02363	0.0	0.0039	2.52548	0.0	0.0	0.78822	0.0	0.0	0.03898	0.0	0.0	0.40703	0.0	0.15334	0.18781	0.0	0.00782	2.02189	0.0	0.00205	0.0	0.0	0.24902	0.00413	0.0	0.0	0.00026	0.0	0.0	2.49366	0.0	0.01668	0.14141	0.0	0.00183	0.01158	0.0	0.0	0.06919	0.01672	0.00717	8.11907	0.0	0.00406	0.30864	0.0	0.00668	1.76927	0.0	0.0	0.03442	0.0	0.0	0.26732	0.002	0.01443	0.13139	0.0	0.00015	0.46641	0.0	0.00908	2.69767	0.0	0.0	0.47919	0.01471	0.00437	0.0	0.0	0.0	0.07068	0.0	0.0	0.02933	0.0	0.0	0.0	0.01214	0.88835	0.23121	0.0	0.00358	1.04577	0.0	0.0	0.0029	0.0	0.0	1.63291	0.0	0.0	0.28725	0.0	0.04133	1.76495	0.0	0.0	0.12806	0.0	0.00609	0.46378	0.0	0.05471	0.10664	0.0	0.0	0.01239	0.00117	0.00651	4.43761	0.0	0.01868	0.26729	0.0	0.0	2.25405	0.0	0.08799	0.06498	0.00046	0.00209	4.50118	0.0	0.16768	30.27609	0.0	0.03792	6.85417	0.0	0.05452	2.10471	0.0	0.0	0.0	0.0	0.04073	0.47115	0.00394	0.00271	0.01304	0.0	0.0	0.0	0.0	0.00178	0.51092	0.0	0.01928	0.08	0.0	0.00147	0.12806	0.0	0.01134	0.0	0.00322	3.02632	0.11263	0.00563	0.0	1.35087	0.0	0.00074	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Dolosigranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.00463	0.0	0.0	0.00379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01162	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.16575	0.0	0.00448	0.0	0.08294	0.0	0.0	0.00223	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.00187	0.0	0.0	0.0	0.0	0.0	0.00143	0.03092	0.0	0.0	0.0065	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.02544	0.0	0.0	0.0	0.0	0.01631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08672	0.0	0.0	0.0	0.0	0.06964	0.0	0.0	0.0	0.0	0.0	0.03256	0.0	0.0	0.00916	0.01771	0.00201	0.00422	0.0	0.0	0.0	0.0032	0.0	0.0	0.00315	0.0	0.02389	0.0	0.0	0.00239	0.00154	0.0	0.0	0.0	0.0	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.0	0.00241	0.0	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.02792	0.01987	0.0	0.0	0.15828	0.0	0.0	0.00816	0.0	0.01083	0.0	0.00108	0.00305	0.0	0.0	0.0	0.00062	0.0	0.0	0.07956	0.0	0.34482	0.00522	0.0	0.0	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01668	0.05431	0.0	0.00224	0.00336	0.0	0.0	0.01801	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.00325	0.0	0.00607	0.0	0.0	0.0	0.0	0.0	0.00972	0.0	0.055	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.0	0.00726	0.0104	0.0	0.02391	0.0	0.0	0.00117	0.01152	0.0	0.0	0.00138	0.0	0.0	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.00122	0.01166	0.0	0.00071	0.01822	0.0	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0104	0.01836	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.01346	31.20106	25.93844	0.01094	0.0	0.99004	0.09691	0.21133	0.0	0.0	0.0	0.00704	9.87973	8.07291	0.0	0.04371	5.62537	1.02292	0.0	0.61616	10.28013	1.67181	0.01764	0.20235	28.1089	0.0	0.00027	0.0	0.75913	0.87337	0.0	0.0	0.01398	3.7279	0.00627	0.59462	0.02335	0.0	0.0	0.0	0.0	0.0	0.0	0.07396	4.50216	2.61797	0.15288	0.03497	0.06056	0.0	0.01674	27.70768	49.11455	0.03948	21.23523	0.0	0.0022	2.25854	16.10805	0.0	0.50994	21.05021	0.18027	0.0	0.59521	0.0	0.0315	2.39819	0.11249	0.0197	0.0	0.02359	0.0	0.0	0.0047	0.00365	0.1187	0.008	0.83004	3.77948	0.00554	0.0	6.02261	0.0182	0.11813	0.0	0.0	0.6872	0.05416	0.07883	0.0	0.0	0.0	0.0	0.0	0.05204	0.44303	0.1711	0.0	0.62422	9.32348	0.01891	0.06777	0.0	0.07282	0.09911	0.01479	0.00928	0.82528	0.00712	0.0	1.24051	0.33423	0.0	0.0495	0.0	0.0	1.98658	0.27741	0.0	0.0	0.0	0.28529	0.04771	0.0	0.02737	0.0	0.0	0.01056	0.0	0.0	0.68796	0.00356	0.0	0.0	5.30584	0.10428	0.09624	46.53898	76.16689	0.0139	0.13438	0.0	0.00648	2.4781	0.0	0.10118	0.0	0.0	0.03276	0.17067	0.0	0.0	0.0	1.86943	1.54788	0.74218	0.0	0.77198	55.70875	0.01652	8.1339	10.45564	0.0	0.10532	35.15613	0.00811	0.0108	0.11869	0.41944	0.10717	0.46471	0.14463	0.95652	0.30155	77.7002	0.18206	0.50002	0.0	0.0	0.0	0.0	0.02896	0.12427	0.0	0.0	0.0164	0.0	0.0	0.19846	0.0	0.0	0.0	0.0	0.00337	0.36892	1.1264	0.06391	7.55684	0.63014	0.00626	0.0	0.0	0.0	0.04039	0.0	0.34339	0.79192	0.26491	0.0	1.8338	0.0	0.0	0.2302	0.36804	0.0	0.1398	0.93054	0.0	0.09861	2.58919	0.00743	0.02089	0.0	0.82753	0.17981	0.0	0.0	1.34047	0.03992	0.0	0.0	0.0	0.00297	0.0	0.00849	1.27327	0.0	0.0	0.0181	15.12103	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.0	0.0	7.75705	0.08211	0.0	0.15169	0.0	0.0	0.0	0.0	0.0	0.0	1.09314	0.00301	0.0	0.0	0.82034	0.0	0.00244	4.0328	0.00544	8.34621	0.0	0.63559	0.0	0.00298	0.0	0.27864	0.0	1.71545	0.0	0.0	0.77739	0.0	0.0	7.85013	0.02196	0.0	0.19767	0.0	0.0	2.36718	0.0037	0.0	5.51157	0.0	0.0	0.69323	0.86511	0.0615	0.0	0.0	0.0	0.0	0.0	0.0	0.02575	0.00779	0.0	0.0	2.40617	0.0	0.06773	0.0	0.0	0.0	0.0	0.0	0.0	0.04486	0.0	0.0	0.0	0.0	0.0	6.79452	0.17156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20549	0.0	0.0	3.66726	0.0051	0.0	0.0	0.0	0.0	0.07896	0.0	0.19318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07679	0.11809	0.0	0.0	0.0	0.0	0.0	0.33382	0.00252	0.0129	0.02091	0.0	0.0	0.02019	0.01	0.0	0.0	0.15284	0.0	4.84118	0.08813	0.0	12.54592	0.00159	4.38905	0.0982	0.0	0.00776	0.0	0.0	0.0	0.0	0.00846	0.0	1.4205	2.90651	0.0	0.00155	0.0	0.0	1.66913	0.0	0.1431	0.0011	0.0	0.01025	0.06695	0.0	0.0	0.12715	0.0	0.16239	0.0	0.0	0.14	0.0	0.0	0.0	0.0025	0.0	0.0	0.5117	0.0	0.0	0.26884	0.0	6.91351	1.07548	0.08821	0.0	0.0	0.0	0.0	0.21939	0.0	0.0	0.15719	0.0	0.0	1.02098	0.0	0.0	1.12247	0.04072	0.0	0.01462	1.05609	0.0	0.62445	1.92728	0.0	4.09108	0.01303	0.0	0.30259	0.0	0.00162	5.25139	0.0	0.0	6.66965	0.0085	0.0057	0.13542	0.0	0.03009	0.02652	0.0	0.00406	0.08852	0.0	0.0	6.35569	0.0	0.00452	0.0	0.0	0.0	1.16226	0.0	0.0	0.0382	0.0	0.11755	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.05279	0.01125	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01964	0.0	0.0	0.02812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14882	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.02688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49641	0.0	0.0	0.0	0.0	0.0	0.0	0.03039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01488	0.0	0.0	0.0	4.03574	1.25391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30455	0.0	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46908	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.26964	0.02217	0.39373	1.76636	0.03087	0.1729	0.92435	1.02338	0.0	0.01228	0.26617	0.26159	0.01455	0.56593	0.15794	0.18562	1.40056	0.1213	4.57106	0.11451	0.06297	0.06179	0.00637	0.03974	0.35308	0.0	0.46426	0.06212	0.0	0.3159	2.3628	0.41652	0.16098	0.06879	0.22927	0.01663	0.05031	3.54847	0.30487	0.50409	0.00988	0.042	0.32954	0.38073	0.18068	3.52639	3.30296	0.03159	0.00315	0.15277	0.28819	0.06773	4.37619	4.00484	0.62811	0.02805	0.06415	1.07705	0.6509	0.21394	0.20843	0.71225	0.0	0.05033	0.09313	0.0	1.16851	0.16311	0.02679	1.31345	2.46649	7.4274	0.155	0.11413	0.0	0.04624	0.3282	0.57132	0.56998	1.03625	15.81546	0.15555	0.26701	8.60045	0.25975	0.66955	0.01004	0.02243	0.16245	0.20049	0.00312	0.17462	0.1053	0.07214	1.43417	2.10981	0.09614	0.12842	0.42709	0.34111	0.40285	0.08636	0.05618	0.27622	0.05339	1.25801	0.00438	0.01755	0.57372	0.10333	0.19039	0.12837	0.04262	1.4097	0.0	0.02354	0.00544	0.0032	0.0415	3.42727	0.92304	4.74083	49.36927	0.01408	0.75356	0.15462	0.03645	1.70504	0.19395	0.22268	0.08673	1.47415	0.05683	0.03897	0.04306	0.01297	0.14371	0.41946	7.04721	0.25913	0.52751	0.20008	0.09286	0.45146	0.10989	0.07433	0.50813	0.4735	0.02663	0.0	0.562	0.06339	0.0	0.00017	0.81056	0.14944	0.32271	0.02314	0.04414	0.17423	31.12095	0.83746	0.02081	0.18974	0.0	0.01419	0.01599	0.23098	0.02338	0.09748	3.83072	0.56674	0.15697	0.19791	0.29301	2.87151	0.62385	0.29253	0.01841	0.08147	0.16507	0.12111	0.20218	0.04167	0.38715	0.18222	2.40273	0.17597	0.16229	3.18321	0.11519	3.1218	0.01046	0.07583	0.22379	0.14008	0.01848	1.46993	0.57456	0.29501	0.1604	0.25782	0.00107	0.02059	0.47702	0.65589	12.53416	0.0	0.01362	2.29192	3.04347	0.9057	4.93166	0.0	0.13666	0.0	0.0064	0.00812	1.22667	0.00249	0.20657	0.0	2.55491	0.06056	1.123	0.02118	0.20541	1.30265	0.06432	0.21402	0.00189	2.81181	0.07181	0.08147	0.00927	0.38672	0.23154	0.04678	1.25266	0.03276	0.01308	0.09544	1.18742	0.17487	0.22076	0.01588
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26323	0.0	0.0	0.0	0.0	0.0	0.45028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
